description,user_tags,title,license_name,user_nsid,image_extension_original,longitude,image_id,license_url,date_uploaded,date_taken,latitude,image_url,user_nickname,capture_device
"A picture looking at Pastor's RV going thru the flooded streets of New Iberia, Louisiana","['assembly', 'convoy', 'disaster', 'first', 'god', 'gustav', 'hope', 'hurricane', 'iberia', 'mattoon', 'new', 'relief']",Convoy traveling streets,Attribution License,30013319@N05,jpg,,2822715741,http://creativecommons.org/licenses/by/2.0/,1220403546,2008-09-02 01:06:53.0,,http://www.flickr.com/photos/30013319@N05/2822715741/,"First Assembly of God - Mattoon, IL",Canon PowerShot A590 IS
"""A home studio and this slab were washed away by the flood. One of several homes destroyed or damaged in Shacklett, TN.""

By Eric Normand of Pegram, Tennessee",['tennessee'],Washed away,Attribution-NonCommercial-NoDerivs License,32364645@N07,jpg,,4615846185,http://creativecommons.org/licenses/by-nc-nd/2.0/,1274124242,2010-05-17 15:24:02.0,,http://www.flickr.com/photos/32364645@N07/4615846185/,The Rachel Maddow Show,
"A diversion and settling area for debris that I built earlier this year. It completely prevented anything from going into one of the ponds and I can remove the new soil as it builds up after washing in and collecting.
This is from a few days ago after the winter has flooded it.
It worked perfectly!",[],IMG_0163,Attribution-NoDerivs License,96425401@N00,jpg,,3393861069,http://creativecommons.org/licenses/by-nd/2.0/,1238312000,2009-03-29 00:33:20.0,,http://www.flickr.com/photos/96425401@N00/3393861069/,scott361,
"Horning Ferry,Horning, Norfolk

The Horning Ferry Drainage Pump is a local Landmark,on the banks of The River Bure.

For many years the broads were regarded as natural features of the landscape. It was only in the 1960s that Dr Joyce Lambert proved that they were artificial features, the effect of flooding on early peat excavations. The Romans first exploited the rich peat beds of the area for fuel, and in the Middle Ages the local monasteries began to excavate the peat lands as a business, selling fuel to Norwich and Great Yarmouth. The Cathedral took 320,000 tones of peat a year. Then the sea levels began to rise, and the pits began to flood. Despite the construction of wind pumps and dykes, the flooding continued and resulted in the typical Broads landscape of today, with its reed beds, grazing marshes and wet woodland.
In The 1800’s there were 240  wind pumps on The Broads.Only 70 remain,most of which are derelict.
In the 1930’s Horning Ferry Wind Pump was converted to a 3 Bedroom house.It is now used as holiday accommodation.","['abigfave', 'dmc-tz3', 'england', 'flickrdiamond', 'horning', 'horning ferry', 'my_gear_and_me_premium', 'mywinners', 'naturesfinest', 'norfolk', 'norfolk broads', 'photosandcalendar', 'supershot', 'thebestofmimamorsgroups', 'thegalaxy', 'theoriginalgoldseal', 'wind pump']",Horning Ferry Wind Pump,Attribution License,23604354@N02,jpg,1.468171,4927515895,http://creativecommons.org/licenses/by/2.0/,1282781370,2010-08-18 14:12:01.0,52.696452,http://www.flickr.com/photos/23604354@N02/4927515895/,john47kent,Panasonic DMC-TZ3
in stark contrast to the flooding not all that long ago...,"['d80', 'neuwied']",rhine,Attribution-NonCommercial-NoDerivs License,21362571@N05,jpg,7.457935,5539911191,http://creativecommons.org/licenses/by-nc-nd/2.0/,1300555775,2011-03-19 18:15:40.0,50.423995,http://www.flickr.com/photos/21362571@N05/5539911191/,naturalog,NIKON CORPORATION NIKON D80
,"['euria', 'euskal herria', 'floods', 'gamiz', 'inundaciones', 'rain', 'ura', 'uriolak', 'water']",gamiz,Attribution-NonCommercial-ShareAlike License,30639556@N03,jpg,,4706207937,http://creativecommons.org/licenses/by-nc-sa/2.0/,1276708426,2010-06-16 16:48:13.0,,http://www.flickr.com/photos/30639556@N03/4706207937/,Ibai Lemon,Canon EOS 400D DIGITAL
It was a very melty New Years,"['flood', 'flooding', 'st. jacobs']",Floodout out roadway in St. Jacobs,Attribution-NonCommercial-ShareAlike License,44124367252@N01,jpg,-80.572105,3662678,http://creativecommons.org/licenses/by-nc-sa/2.0/,1106430519,2005-01-01 17:01:32.0,43.536183,http://www.flickr.com/photos/44124367252@N01/3662678/,mutantlog,Canon PowerShot A60
Virginia Lefler '14 is shown here standing on the porch of the Doges Palace in St Mark's Square at the heart of Venice last weekend after a storm flooded the city. She is currently studying abroad at Regent's College London and was visiting Italy on fall break.,[],Venice,Attribution License,26254305@N08,jpg,,8158426494,http://creativecommons.org/licenses/by/2.0/,1352138196,2012-10-27 04:02:02.0,,http://www.flickr.com/photos/26254305@N08/8158426494/,roanokecollege,NIKON CORPORATION NIKON D5000
,"['car', 'driving', 'flood', 'rain', 'spring', 'street sign']",MCA_3706,Attribution-NonCommercial-ShareAlike License,28157992@N03,jpg,-83.774924,5760210598,http://creativecommons.org/licenses/by-nc-sa/2.0/,1306368059,2011-05-25 18:27:40.0,42.294781,http://www.flickr.com/photos/28157992@N03/5760210598/,mcammer,NIKON CORPORATION NIKON D7000
,"['emergency relief', 'house construction', 'muslim aid', 'pakistan floods', 'pakistan projects']",Pakistan-Charsadda-muslimaid,Attribution-NonCommercial-ShareAlike License,49063807@N07,jpg,69.125976,5576959780,http://creativecommons.org/licenses/by-nc-sa/2.0/,1301576930,2011-03-03 14:18:15.0,29.267232,http://www.flickr.com/photos/49063807@N07/5576959780/,Muslim Aid Serving Humanity,NIKON CORPORATION NIKON D5000
,"['cycling', 'floods', 'oxford']",Botley Road,Attribution License,43188309@N00,jpg,,904791055,http://creativecommons.org/licenses/by/2.0/,1185457760,2007-07-26 07:46:22.0,,http://www.flickr.com/photos/43188309@N00/904791055/,janetmck,Canon DIGITAL IXUS 55
,"['architecture', 'building', 'germany', 'munich', 'sky', 'wall']",Blue metal,Attribution-NonCommercial-NoDerivs License,29468649@N08,jpg,11.576754,9538001941,http://creativecommons.org/licenses/by-nc-nd/2.0/,1376849926,2012-09-19 19:00:11.0,48.13672,http://www.flickr.com/photos/29468649@N08/9538001941/,Miles Cave,Canon EOS 5D Mark II
"Banbury Road, Southam","['flood', 'southam', 'warwickshire']",IMG_4616,Attribution-NonCommercial License,71269553@N00,jpg,,860095704,http://creativecommons.org/licenses/by-nc/2.0/,1184953278,2007-07-20 17:07:26.0,,http://www.flickr.com/photos/71269553@N00/860095704/,HNM_1977,Canon unknown
,"['1916', 'de prins', 'flood', 'magazineillustration', 'volendam', 'watersnood']",volendam 1916 watersnood,Attribution-NonCommercial-ShareAlike License,8725928@N02,jpg,,9233875706,http://creativecommons.org/licenses/by-nc-sa/2.0/,1373224782,2013-07-07 12:19:42.0,,http://www.flickr.com/photos/8725928@N02/9233875706/,janwillemsen,
"After ~4 inches (~100mm) of rain fell in half a day, this is the calm, wet night...

(_1040772rc)","['2011', 'car', 'dublin', 'flood', 'guinness', 'liffey', 'night', 'river', 'stranded']",Dublin's North & South Quays Flooded,Attribution-NonCommercial-NoDerivs License,16261194@N00,jpg,-6.287382,6278088132,http://creativecommons.org/licenses/by-nc-nd/2.0/,1319492626,2011-10-24 22:28:33.0,53.347048,http://www.flickr.com/photos/16261194@N00/6278088132/,Alan (merrionsq),Panasonic DMC-GH2
Black River during the spring thaw/flood.,[],Johnson's Shut-in's,Attribution-NonCommercial-NoDerivs License,28698026@N05,jpg,,5527786842,http://creativecommons.org/licenses/by-nc-nd/2.0/,1300144217,2011-03-14 12:27:50.0,,http://www.flickr.com/photos/28698026@N05/5527786842/,henskechristine,Canon PowerShot G11
"Nasty Hail/Rain Storm

Effortlessly uploaded by <a href=""http://www.eye.fi"" rel=""nofollow"">Eye-Fi</a>","['calgary', 'eye-fi', 'flood', 'hail', 'picnik', 'thunderstorm']",All Hail Nature,Attribution-ShareAlike License,23836265@N00,jpg,-114.054164,6012719023,http://creativecommons.org/licenses/by-sa/2.0/,1312591561,2011-08-05 18:34:45.0,51.058341,http://www.flickr.com/photos/23836265@N00/6012719023/,okeos,Panasonic DMC-TS3
"Best guess is, the remains of an earlier Monte Rio Elementary School, after the 1986 Russian River flood ( <a href=""http://www.bohemian.com/bohoblog/index.php/2011/02/16/the-guerneville-flood-project-kids-in-monte-rio-school-room/"" rel=""nofollow"">www.bohemian.com/bohoblog/index.php/2011/02/16/the-guerne...</a> ) . The school has been rebuilt elsewhere.","['monte rio', 'russian river', 'school', 'vacation']",schoolhouse wreck 03,Attribution-NonCommercial License,74697349@N02,jpg,-123.008556,8635675542,http://creativecommons.org/licenses/by-nc/2.0/,1365532937,2011-04-08 14:11:53.0,38.462977,http://www.flickr.com/photos/74697349@N02/8635675542/,the crab and monkey,Hewlett-Packard Photosmart M425
,"['city', 'cityscape', 'historic', 'malta', 'mdina', 'medieval', 'narrow', 'old', 'passage', 'preserved', 'street']",Malta - Mdina - street,Attribution-ShareAlike License,85903370@N00,jpg,14.400587,3449775554,http://creativecommons.org/licenses/by-sa/2.0/,1239952843,2008-12-08 11:06:30.0,35.890023,http://www.flickr.com/photos/85903370@N00/3449775554/,Harshil.Shah,Canon DIGITAL IXUS 850 IS
,"['chiswick', 'flood']",Chiswick Mall,Attribution-NonCommercial-NoDerivs License,10829849@N00,jpg,,8826967966,http://creativecommons.org/licenses/by-nc-nd/2.0/,1369497044,2013-05-25 15:30:11.0,,http://www.flickr.com/photos/10829849@N00/8826967966/,henry…,NIKON CORPORATION NIKON D70
,"['architectural', 'building', 'buildings', 'christmas', 'documentation', 'england', 'lights', 'london', 'oxford', 'photography', 'photos', 'street']",IMG_3100,Attribution-NonCommercial-NoDerivs License,10012675@N05,jpg,-0.142216,2023091288,http://creativecommons.org/licenses/by-nc-nd/2.0/,1195074217,2007-11-07 13:43:58.0,51.515306,http://www.flickr.com/photos/10012675@N05/2023091288/,darapo,Canon PowerShot S60
"Flooding in Alexandria, MO. Note that the trees are away from where the river normally is, and normally there should be zero water here. See geotagging for more perspective. Wish the pictures were less blurry but this is an okay overview.","['alexandria', 'flooding', 'hugin', 'mississippi river', 'mo', 'panorama']",After the flood...,Attribution-NonCommercial-ShareAlike License,16854395@N05,jpg,-91.442701,2647853598,http://creativecommons.org/licenses/by-nc-sa/2.0/,1215470191,2008-07-03 19:58:03.0,40.378826,http://www.flickr.com/photos/16854395@N05/2647853598/,Warphammer,NIKON CORPORATION NIKON D300
"Visually stimulating artwork is displayed in this large open access area.  Tables, with static PCs, are availabe in a variety of sizes and styles.  Some tables allow the user space for books and paperwork alongside the PC, others are more closely positioned for mostly PC work.  Artificial lighting adds to the natural light flooding in through the glass front.  The flexible inflatable screens (pods) whilst visually impressive provide some privacy and sound proofing for group meetings.  Soft seating is provided in the far corner of the room allowing students a variety of working environments.  Views continue unhindered through the space, encouraging the wary first time visitor.","['acoustics', 'artwork', 'furniture', 'glasgow caledonian university', 'informal learning spaces', 'interior', 'jisc infonet', 'learning spaces', 'lighting', 'lights', 'partitions', 'room divider', 'rooms within rooms', 'seating', 'sensory', 'technology']","Artwork, Saltire Centre, Glasgow Caledonian University",Attribution-NonCommercial-NoDerivs License,83864717@N00,jpg,-4.254627,146800815,http://creativecommons.org/licenses/by-nc-nd/2.0/,1147684920,2006-02-05 21:07:38.0,55.869147,http://www.flickr.com/photos/83864717@N00/146800815/,jisc_infonet,FUJIFILM FinePix S3Pro
,"['dirt', 'eastnor castle', 'filth', 'get orrf moi land', 'land rover', 'mud', 'off-road', 'range rover']",RR Off-Road,Attribution License,33502302@N00,jpg,,1925042976,http://creativecommons.org/licenses/by/2.0/,1194565736,2007-11-06 22:09:22.0,,http://www.flickr.com/photos/33502302@N00/1925042976/,Greenwich Photography,Canon PowerShot G7
This perspective shows an advantage of the building style; the front of the house is shaded against the summer heat.,"['comment', 'farm', 'farmhouse', 'greenfieldvillage', 'hfmgv', 'historicbuilding', 'house', 'lj', 'maiac', 'museum', 'nikon', 'outdoors', 'plantation', 'susquehanna']",Plantation Porch,Attribution-NonCommercial-NoDerivs License,34961066@N00,jpg,-83.223044,166075646,http://creativecommons.org/licenses/by-nc-nd/2.0/,1150157859,2006-06-12 17:17:39.0,42.303535,http://www.flickr.com/photos/34961066@N00/166075646/,Maia C,
,"['flood', 'st. louis missouri']",Bill St. Louis Riverfront 2011,Attribution-NonCommercial-NoDerivs License,69539342@N02,jpg,-90.185169,6761189907,http://creativecommons.org/licenses/by-nc-nd/2.0/,1327513372,2011-04-24 00:15:39.0,38.624995,http://www.flickr.com/photos/69539342@N02/6761189907/,TomokoYoko,NIKON COOLPIX S3000
,"['car', 'flood', 'manila']",Flooding along Taft Avenue,Attribution-NoDerivs License,50765904@N00,jpg,121.005889,6225974326,http://creativecommons.org/licenses/by-nd/2.0/,1318154633,2011-10-09 18:03:53.0,14.60962,http://www.flickr.com/photos/50765904@N00/6225974326/,Lance Catedral,
"Connequenessing - ""Can't Canoe""

And why would you want to canoe in this 1 foot deep, always flooding, raging river? It's scary and you never know where it will take you, or if you'll end up face down in muddy water. 

Or maybe that's the thrill of it all. Let the river take it where it may, and you enjoy the beauty of it while you can. You can trust it to take you somewhere better, or you can turn your back, and always wonder where the river would've dropped you off.","['risks', 'river', 'water']",Connequenessing River,Attribution License,57612774@N06,jpg,-80.263559,5698126754,http://creativecommons.org/licenses/by/2.0/,1304820164,2011-05-07 12:38:10.0,40.868231,http://www.flickr.com/photos/57612774@N06/5698126754/,kschemp,LG Electronics LG-C900
,"['england', 'hampshire', 'road', 'street', 'winchester']","Kingsgate Street, Winchester",Attribution-NonCommercial License,87581091@N00,jpg,-1.313617,538474536,http://creativecommons.org/licenses/by-nc/2.0/,1181475922,2007-06-09 13:52:08.0,51.057523,http://www.flickr.com/photos/87581091@N00/538474536/,:Duncan,"SAMSUNG TECHWIN NV11, VLUU NV11"
Looking south towards the Walnut Street Bridge,"['bridge', 'flood', 'river', 'schuylkill', 'walnut']",Flooded Schuylkill,Attribution-NonCommercial-ShareAlike License,46927390@N00,jpg,-75.18,8302292527,http://creativecommons.org/licenses/by-nc-sa/2.0/,1356335083,2011-08-28 13:52:18.0,39.952833,http://www.flickr.com/photos/46927390@N00/8302292527/,Monika & Tim,Apple iPhone 3G
,"['2008', 'decorah', 'flood', 'iowa', 'upperiowariver']",5th St. Bridge,Attribution-NonCommercial-ShareAlike License,63909438@N00,jpg,,2566114190,http://creativecommons.org/licenses/by-nc-sa/2.0/,1213050739,2008-06-08 10:40:16.0,,http://www.flickr.com/photos/63909438@N00/2566114190/,cene w.k.,Canon PowerShot A550
"The Michigan Municipal League represents cities, villages and urban townships throughout Michigan. We’re constantly visiting communities all over our great state and often post photos of the placemaking assets we find that make Michigan economically vibrant once again. Placemaking is about building communities where people want to live work and play. Practicing what it preaches, the League created the Center for 21st Century Communities: <a href=""http://www.mml.org/resources/21c3/about.html"" rel=""nofollow"">www.mml.org/resources/21c3/about.html</a>. This program identifies eight assets that make for vibrant communities. Those eight assets are physical design and walkability, green initiatives, cultural and economic development, entrepreneurship, multiculturalism, messaging and technology, transit and education. The League traveled to Grand Rapids during ArtPrize in October 2012 because the city and ArtPrize (<a href=""http://www.artprize.org/"" rel=""nofollow"">www.artprize.org/</a>) show several of these assets at work. ArtPrize in just a few short years has become one of Michigan’s premiere events. Check out the many sights and sounds of ArtPrize and in this photo set on flickr. The League’s 2011  Convention was in Grand Rapids during ArtPrize and you can check out the 2011 ArtPrize photos here (<a href=""http://www.flickr.com/photos/michigancommunities/sets/72157627893874680/with/6244005425/"">www.flickr.com/photos/michigancommunities/sets/7215762789...</a>) and 2011 Convention photos here: <a href=""http://www.flickr.com/photos/michigancommunities/collections/72157627705852141/"">www.flickr.com/photos/michigancommunities/collections/721...</a>. Our 2012 Convention took place on Mackinac Island and you can view photos from that here in this collection (<a href=""http://www.flickr.com/photos/michigancommunities/collections/72157631685429661/"">www.flickr.com/photos/michigancommunities/collections/721...</a>). Our 2013 Convention will be in Detroit. For more about the Michigan Municipal League and what we do go to mml.org. For more about Convention go to convention.mml.org and follow the League and the Convention on Twitter at @mmleague and the hashtag #mmlconv. View a blog about placemaking called economicsofplace.com (<a href=""http://www.economicsofplace.com/"" rel=""nofollow"">www.economicsofplace.com/</a>).","['2012 artprize', '21st century communities', 'arts and culture', 'grand rapids', 'michigan municipal league', 'placemaking']",ArtPrize Photos by Michigan Municipal League 2012 Grand Rapids,Attribution-NonCommercial-NoDerivs License,26476817@N04,jpg,-85.671826,8139484005,http://creativecommons.org/licenses/by-nc-nd/2.0/,1351628764,2012-09-29 14:19:36.0,42.966323,http://www.flickr.com/photos/26476817@N04/8139484005/,Michigan Municipal League (MML),NIKON CORPORATION NIKON D5000
,"['918mm', 'flood', 'gf1', 'm43']",P1040507,Attribution-NonCommercial-ShareAlike License,50752016@N00,jpg,,6372186975,http://creativecommons.org/licenses/by-nc-sa/2.0/,1321826994,2011-09-09 16:17:25.0,,http://www.flickr.com/photos/50752016@N00/6372186975/,microbe7,Panasonic DMC-GF1
"Two people were killed, why did Finestrat held a market on a dry river? It was already forbidden but still they did it.","['2011', 'alicante', 'benidorm', 'disaster', 'finestrat', 'spain']",Finestrat market after the flood,Attribution-NonCommercial License,62356115@N00,jpg,-0.167471,6284498914,http://creativecommons.org/licenses/by-nc/2.0/,1319665549,2011-10-21 14:05:20.0,38.528104,http://www.flickr.com/photos/62356115@N00/6284498914/,wwilliamm,Canon PowerShot A720 IS
Street flooded - 6/25/10 storm,[],Street flooded,Attribution-NonCommercial-ShareAlike License,41076947@N00,jpg,,4734613506,http://creativecommons.org/licenses/by-nc-sa/2.0/,1277515924,2009-06-25 19:06:27.0,,http://www.flickr.com/photos/41076947@N00/4734613506/,caviecub,Panasonic DMC-TZ5
Although not a very effective bridge this morning as College Street was flooded. The left hand channel should be the footpath. Now how much did the council spend a year ago to sort out flooding here?,[],Gerard's Bridge,Attribution License,38986305@N06,jpg,-2.730617,8027148297,http://creativecommons.org/licenses/by/2.0/,1348679964,2012-09-26 09:03:45.0,53.461404,http://www.flickr.com/photos/38986305@N06/8027148297/,ARG_Flickr,PENTAX Optio WG-1
Just use the local flood.,[],No pool? No problem!,Attribution-NonCommercial-ShareAlike License,38425817@N00,jpg,,6520318437,http://creativecommons.org/licenses/by-nc-sa/2.0/,1324035504,2011-12-16 19:36:19.0,,http://www.flickr.com/photos/38425817@N00/6520318437/,AndyCunningham,HTC Desire S
,"['2010', '7 june 2010', 'budapest', 'danube', 'flooding']",Still rising,Attribution-NonCommercial-ShareAlike License,91842374@N00,jpg,,4689318248,http://creativecommons.org/licenses/by-nc-sa/2.0/,1276206393,2010-06-07 10:12:00.0,,http://www.flickr.com/photos/91842374@N00/4689318248/,Cle0patra,SONY DSC-P200
The Quaking Aspen change  colors on Monitor Pass in the northern California Sierra Nevada range.,"['color', 'colorful', 'foliage', 'leaf', 'leaves', 'road', 'sage', 'tree', 'trees', 'yellow']",Monitor Pass,Attribution-NonCommercial-NoDerivs License,20896688@N00,jpg,-119.607639,62053155,http://creativecommons.org/licenses/by-nc-nd/2.0/,1131683169,2004-10-07 11:23:56.0,38.671572,http://www.flickr.com/photos/20896688@N00/62053155/,Desert Rider,"Minolta Co., Ltd. DiMAGE 7Hi"
,[],The flooded streets of Chiang Mai,Attribution License,25289600@N00,jpg,,50409791,http://creativecommons.org/licenses/by/2.0/,1128749376,2005-09-29 19:15:37.0,,http://www.flickr.com/photos/25289600@N00/50409791/,Special K Files,SONY DSC-T3
"The scene in Joplin, many months after the tornado devastated the town, seems stalled. FEMA pulled out when Hurrincane Irene came up the coast of the eastern seaboard, we were told by the inspectors we spoke to on the scene. The high school, (second building on the right) is not going to be rebuilt due to being located in a flood plain. The house you see in white, with red roof, has been rebuilt in that flood plain, in defiance of the new rules. That owner has been told to remove the house. You might or might not be able to make out that there are some holes here where houses used to stand. The other buildings here have been left in rubble, perhaps due to the owners having no insurance money with which to rebuild. But also, rebuilding has only recently become possible due to electricity having not been in place till just a little while ago.","['aftermath', 'debris', 'devastated', 'flattened', 'high school', 'joplin', 'needstags', 'tornado']",Joplin High School in Shambles,Attribution-ShareAlike License,30264437@N02,jpg,,6232638045,http://creativecommons.org/licenses/by-sa/2.0/,1318300830,2011-09-22 14:28:03.0,,http://www.flickr.com/photos/30264437@N02/6232638045/,Ivy Dawned,Canon EOS DIGITAL REBEL XTi
,"['boat', 'canada', 'castle', 'cruise', 'gananoque', 'lake', 'ontario lake', 'water']",Picture 258,Attribution-NonCommercial-ShareAlike License,49503099392@N01,jpg,,194982982,http://creativecommons.org/licenses/by-nc-sa/2.0/,1153519230,2006-07-09 19:32:20.0,,http://www.flickr.com/photos/49503099392@N01/194982982/,DigitalParadox,"CASIO COMPUTER CO.,LTD EX-Z3"
"Ratchadevi, Bangkok, Thailand. 2007","['1855mmf3556g', 'bangkok', 'crossroad', 'd50', 'metropolis', 'people', 'road', 'street', 'thai', 'thailand', 'walk', 'walking']",,Attribution-NonCommercial-ShareAlike License,15443451@N00,jpg,100.542969,367888838,http://creativecommons.org/licenses/by-nc-sa/2.0/,1169634754,2007-01-17 17:17:54.0,13.762322,http://www.flickr.com/photos/15443451@N00/367888838/,pchweat,NIKON CORPORATION NIKON D50
Thursday afternoon.  The water got about three feet higher than this.,"['flood', 'northeastern pa', 'pa', 'pennsylvania', 'ries']",House,Attribution License,67888385@N03,jpg,,6178520448,http://creativecommons.org/licenses/by/2.0/,1316883931,2011-09-07 23:07:39.0,,http://www.flickr.com/photos/67888385@N03/6178520448/,chaseries,Canon EOS REBEL T1i
Reytan Blvd is flooded across the entire street up onto front lawns,"['drainage', 'overflow', 'rain', 'roy robinson']","Drainage OverFlow Sandy Beach Road, Pickering",Attribution-NonCommercial-NoDerivs License,31551778@N04,jpg,,3755850961,http://creativecommons.org/licenses/by-nc-nd/2.0/,1248568382,2009-07-25 17:52:13.0,,http://www.flickr.com/photos/31551778@N04/3755850961/,RoyReddy,
"A wet street in December, York, UK.","['cathedral', 'glow', 'minster', 'rain', 'street', 'wet', 'york']",A York Street,Attribution License,42197263@N02,jpg,-1.085414,3900459111,http://creativecommons.org/licenses/by/2.0/,1252433181,2009-09-08 19:06:21.0,53.955378,http://www.flickr.com/photos/42197263@N02/3900459111/,Purple sea donkey,
"<a href=""http://en.wikipedia.org/wiki/Weald_and_Downland_Open_Air_Museum"" rel=""nofollow"">Weald and Downland Open Air Museum, near Chichester</a>","['building', 'chicester', 'country', 'countryside', 'england', 'farm', 'house', 'museum', 'south downs', 'sussex', 'united kingdom', 'village', 'weald & downland  open air museum', 'winter', 'wood', 'woodland']",Main street,Attribution-NonCommercial License,37538389@N00,jpg,-0.735826,8566423562,http://creativecommons.org/licenses/by-nc/2.0/,1363549192,2013-02-27 15:58:59.0,50.930629,http://www.flickr.com/photos/37538389@N00/8566423562/,FraserElliot,NIKON COOLPIX P310
"A resident of The Maples in Shelton stands on her front porch, which is surrounded by water Monday. Residents were evacuating the street Monday morning after flood waters seeped into their homes.",[],The Maples Flooding,Attribution-NonCommercial-ShareAlike License,42059096@N08,jpg,,5506450117,http://creativecommons.org/licenses/by-nc-sa/2.0/,1299524232,2011-03-07 11:04:31.0,,http://www.flickr.com/photos/42059096@N08/5506450117/,ValleyIndy.org,Panasonic DMC-FX30
"The first tower crane I recall seeing in San Pedro in my lifetime.  This is the Centre Street Lofts development across the street from Walled City, on what was formerly known as the H2 Lot.  Until this construction this huge piece of downtown property sat empty for about thirty years.","['centre street lofts', 'construction', 'construction site', 'crane', 'development', 'doubletree hotel', 'h2 lot', 'harbor hotel', 'lofts', 'los angeles', 'san pedro', 'sheraton hotel', 'tower crane']",H2 Lot tower crane,Attribution-ShareAlike License,15965815@N00,jpg,,103405350,http://creativecommons.org/licenses/by-sa/2.0/,1140702678,2006-02-23 05:51:18.0,,http://www.flickr.com/photos/15965815@N00/103405350/,Marshall Astor - Food Fetishist,
part of the Harbin flood memorial,"['哈尔滨', '毛主席', 'china', 'flooding', 'harbin', 'memorial', 'river', 'statue']",DSC01412,Attribution-NonCommercial-NoDerivs License,36606827@N02,jpg,,4945027807,http://creativecommons.org/licenses/by-nc-nd/2.0/,1283270106,2010-08-20 16:49:56.0,,http://www.flickr.com/photos/36606827@N02/4945027807/,chengphoto,SONY DSLR-A700
Grazing sheep at Putlowes Farm with a swollen Fleet Marston Brook in the background. 27th January 2012.,"['animal', 'aylesbury', 'aylesbury vale parkway', 'brook', 'buckinghamshire', 'bucks', 'england', 'farm', 'fleet marston', 'flood', 'great britain', 'livestock', 'railway', 'sheep', 'station', 'stream', 'train', 'uk', 'united kingdom', 'village', 'water']",View From Aylesbury Vale Parkway #2,Attribution-NonCommercial-NoDerivs License,28121598@N03,jpg,-0.862984,8421891814,http://creativecommons.org/licenses/by-nc-nd/2.0/,1359325453,2013-01-27 15:21:39.0,51.829757,http://www.flickr.com/photos/28121598@N03/8421891814/,R~P~M,FUJIFILM FinePix S8100fd
Rains and floods - Sudan 2013,"['السودان', 'امطار', 'حملة', 'سيول', 'نفير', 'emergency', 'floods', 'nafeer', 'sudan']",4,Attribution License,99881011@N08,jpg,,9431162519,http://creativecommons.org/licenses/by/2.0/,1375587479,2013-08-03 20:37:59.0,,http://www.flickr.com/photos/99881011@N08/9431162519/,nafeersudan,
,"['flood', 'inundaciones', 'lluvia', 'temporal']",DSC_0643,Attribution-ShareAlike License,99058495@N00,jpg,,1216866852,http://creativecommons.org/licenses/by-sa/2.0/,1187901909,2007-08-23 22:45:09.0,,http://www.flickr.com/photos/99058495@N00/1216866852/,Oneras,
"Rescuing the remains of one of the earliest Christian structures dating back to 5th century, seriously endangered by regular flooding, can only be accomplished with international expertise and support. The present alarming situation calls for urgent action.

Photo: Courtesy of the Ministry of Culture of the Republic of Armenia.","['7 most endangered programme', 'europa nostra', 'europe']","St. Paul and Peter Church, Aragatsotn, ARMENIA",Attribution-NonCommercial-ShareAlike License,51253459@N06,jpg,,8651854292,http://creativecommons.org/licenses/by-nc-sa/2.0/,1366019343,2009-09-24 16:43:47.0,,http://www.flickr.com/photos/51253459@N06/8651854292/,europanostra,NIKON CORPORATION NIKON D2X
Work continues on a new parking ramp along Grand River on the campus of Michigan State University. I think it is amazing how quickly it is rising out of the ground.,"['a70', 'autumn', 'campus', 'canon', 'college', 'college campus', 'concrete', 'construction', 'construction site', 'east lansing', 'fall', 'michigan', 'michigan state university', 'morrill hall', 'msu', 'powershot', 'reinforced concrete', 'workers']",Parking Ramp Construction Wide-shot,Attribution-NonCommercial-NoDerivs License,88164585@N00,jpg,-84.480164,61449688,http://creativecommons.org/licenses/by-nc-nd/2.0/,1131506927,2005-11-08 14:00:05.0,42.733084,http://www.flickr.com/photos/88164585@N00/61449688/,SvobodaIT,Canon PowerShot A70
,[],my neighbors flooded house,Attribution-NoDerivs License,42621850@N00,jpg,,292092926,http://creativecommons.org/licenses/by-nd/2.0/,1162966239,2006-11-07 16:08:56.0,,http://www.flickr.com/photos/42621850@N00/292092926/,"pjsixft  (""PJ"")",Hewlett-Packard HP PhotoSmart R927  (V01.00)
"Caseríos del barrio Oleta (Aramaio) en el valle de Otxandio. Al fondo, nevada, la Sierra de Anboto. Viento Sur tras una nevada.

Sí, otra avalancha de fotos. La excursión lo merecía.

Yes, another flood of photos. I took many more in this hike.","['anboto', 'aramaio', 'ochandiano', 'oladu', 'oleta', 'otxandio']",Oleta eta Anboto,Attribution-NonCommercial-ShareAlike License,32759463@N08,jpg,-2.628908,5273855570,http://creativecommons.org/licenses/by-nc-sa/2.0/,1292760253,2010-12-18 14:17:09.0,43.051971,http://www.flickr.com/photos/32759463@N08/5273855570/,Paulo Etxeberria,NIKON CORPORATION NIKON D300
